Optimising with Parameters: 
 sparsity: 10.0| reg_C: 1.0| reg_W: 1.0| trad: 1.0
 At iteration0|| Error:array([39896.887], dtype=float32)

Optimise B 

At B iteration 0|| Error:array([39895.066], dtype=float32)

At B iteration 1|| Error:array([39893.414], dtype=float32)

At B iteration 2|| Error:array([39891.812], dtype=float32)

At B iteration 3|| Error:array([39890.227], dtype=float32)

At B iteration 4|| Error:array([39888.645], dtype=float32)

At B iteration 5|| Error:array([39887.066], dtype=float32)

At B iteration 6|| Error:array([39885.492], dtype=float32)

At B iteration 7|| Error:array([39883.926], dtype=float32)

At B iteration 8|| Error:array([39882.363], dtype=float32)

At B iteration 9|| Error:array([39880.81], dtype=float32)

At B iteration 10|| Error:array([39879.254], dtype=float32)

At B iteration 11|| Error:array([39877.707], dtype=float32)

At B iteration 12|| Error:array([39876.168], dtype=float32)

At B iteration 13|| Error:array([39874.637], dtype=float32)

At B iteration 14|| Error:array([39873.105], dtype=float32)

At B iteration 15|| Error:array([39871.582], dtype=float32)

At B iteration 16|| Error:array([39870.06], dtype=float32)

At B iteration 17|| Error:array([39868.55], dtype=float32)

At B iteration 18|| Error:array([39867.043], dtype=float32)

At B iteration 19|| Error:array([39865.535], dtype=float32)

At B iteration 20|| Error:array([39864.035], dtype=float32)

At B iteration 21|| Error:array([39862.543], dtype=float32)

At B iteration 22|| Error:array([39861.055], dtype=float32)

At B iteration 23|| Error:array([39859.57], dtype=float32)

At B iteration 24|| Error:array([39858.09], dtype=float32)

At B iteration 25|| Error:array([39856.617], dtype=float32)

At B iteration 26|| Error:array([39855.15], dtype=float32)

At B iteration 27|| Error:array([39853.688], dtype=float32)

At B iteration 28|| Error:array([39852.23], dtype=float32)

At B iteration 29|| Error:array([39850.777], dtype=float32)

At B iteration 30|| Error:array([39849.332], dtype=float32)

At B iteration 31|| Error:array([39847.89], dtype=float32)

At B iteration 32|| Error:array([39846.457], dtype=float32)

At B iteration 33|| Error:array([39845.023], dtype=float32)

At B iteration 34|| Error:array([39843.598], dtype=float32)

At B iteration 35|| Error:array([39842.176], dtype=float32)

At B iteration 36|| Error:array([39840.754], dtype=float32)

At B iteration 37|| Error:array([39839.344], dtype=float32)

At B iteration 38|| Error:array([39837.934], dtype=float32)

At B iteration 39|| Error:array([39836.535], dtype=float32)

At B iteration 40|| Error:array([39835.137], dtype=float32)

At B iteration 41|| Error:array([39833.742], dtype=float32)

At B iteration 42|| Error:array([39832.35], dtype=float32)

At B iteration 43|| Error:array([39830.965], dtype=float32)

At B iteration 44|| Error:array([39829.59], dtype=float32)

At B iteration 45|| Error:array([39828.215], dtype=float32)

At B iteration 46|| Error:array([39826.844], dtype=float32)

At B iteration 47|| Error:array([39825.48], dtype=float32)

At B iteration 48|| Error:array([39824.113], dtype=float32)

At B iteration 49|| Error:array([39822.76], dtype=float32)

At B iteration 50|| Error:array([39821.406], dtype=float32)

At B iteration 51|| Error:array([39820.06], dtype=float32)

At B iteration 52|| Error:array([39818.72], dtype=float32)

At B iteration 53|| Error:array([39817.383], dtype=float32)

At B iteration 54|| Error:array([39816.047], dtype=float32)

At B iteration 55|| Error:array([39814.723], dtype=float32)

At B iteration 56|| Error:array([39813.4], dtype=float32)

At B iteration 57|| Error:array([39812.082], dtype=float32)

At B iteration 58|| Error:array([39810.766], dtype=float32)

At B iteration 59|| Error:array([39809.457], dtype=float32)

At B iteration 60|| Error:array([39808.152], dtype=float32)

At B iteration 61|| Error:array([39806.848], dtype=float32)

At B iteration 62|| Error:array([39805.55], dtype=float32)

At B iteration 63|| Error:array([39804.258], dtype=float32)

At B iteration 64|| Error:array([39802.97], dtype=float32)

At B iteration 65|| Error:array([39801.688], dtype=float32)

At B iteration 66|| Error:array([39800.41], dtype=float32)

At B iteration 67|| Error:array([39799.137], dtype=float32)

At B iteration 68|| Error:array([39797.863], dtype=float32)

At B iteration 69|| Error:array([39796.598], dtype=float32)

At B iteration 70|| Error:array([39795.336], dtype=float32)

At B iteration 71|| Error:array([39794.08], dtype=float32)

At B iteration 72|| Error:array([39792.824], dtype=float32)

At B iteration 73|| Error:array([39791.574], dtype=float32)

At B iteration 74|| Error:array([39790.332], dtype=float32)

At B iteration 75|| Error:array([39789.09], dtype=float32)

At B iteration 76|| Error:array([39787.855], dtype=float32)

At B iteration 77|| Error:array([39786.62], dtype=float32)

At B iteration 78|| Error:array([39785.39], dtype=float32)

At B iteration 79|| Error:array([39784.168], dtype=float32)

At B iteration 80|| Error:array([39782.945], dtype=float32)

At B iteration 81|| Error:array([39781.73], dtype=float32)

At B iteration 82|| Error:array([39780.52], dtype=float32)

At B iteration 83|| Error:array([39779.316], dtype=float32)

At B iteration 84|| Error:array([39778.113], dtype=float32)

At B iteration 85|| Error:array([39776.914], dtype=float32)

At B iteration 86|| Error:array([39775.715], dtype=float32)

At B iteration 87|| Error:array([39774.527], dtype=float32)

At B iteration 88|| Error:array([39773.34], dtype=float32)

At B iteration 89|| Error:array([39772.164], dtype=float32)

At B iteration 90|| Error:array([39770.98], dtype=float32)

At B iteration 91|| Error:array([39769.81], dtype=float32)

At B iteration 92|| Error:array([39768.633], dtype=float32)

At B iteration 93|| Error:array([39767.473], dtype=float32)

At B iteration 94|| Error:array([39766.31], dtype=float32)

At B iteration 95|| Error:array([39765.152], dtype=float32)

At B iteration 96|| Error:array([39763.996], dtype=float32)

At B iteration 97|| Error:array([39762.844], dtype=float32)

At B iteration 98|| Error:array([39761.7], dtype=float32)

At B iteration 99|| Error:array([39760.555], dtype=float32)

 At final B iteration || Error: array([39760.555], dtype=float32)
Optimise C and weights 

 Step W || Error: array([18233.342], dtype=float32)

Patient 0 Optimised 

Patient 1 Optimised 

Patient 2 Optimised 

Patient 3 Optimised 

Patient 4 Optimised 

Patient 5 Optimised 

Patient 6 Optimised 

Patient 7 Optimised 

Patient 8 Optimised 

Patient 9 Optimised 

Patient 10 Optimised 

Patient 11 Optimised 

Patient 12 Optimised 

Patient 13 Optimised 

Patient 14 Optimised 

Patient 15 Optimised 

Patient 16 Optimised 

Patient 17 Optimised 

Patient 18 Optimised 

Patient 19 Optimised 

Patient 20 Optimised 

Patient 21 Optimised 

Patient 22 Optimised 

Patient 23 Optimised 

Patient 24 Optimised 

Patient 25 Optimised 

Patient 26 Optimised 

Patient 27 Optimised 

Patient 28 Optimised 

Patient 29 Optimised 

Patient 30 Optimised 

Patient 31 Optimised 

Patient 32 Optimised 

Patient 33 Optimised 

Patient 34 Optimised 

Patient 35 Optimised 

Patient 36 Optimised 

Patient 37 Optimised 

Patient 38 Optimised 

Patient 39 Optimised 

Patient 40 Optimised 

Patient 41 Optimised 

Patient 42 Optimised 

Patient 43 Optimised 

Patient 44 Optimised 

Patient 45 Optimised 

Patient 46 Optimised 

Patient 47 Optimised 

Patient 48 Optimised 

Patient 49 Optimised 

Patient 50 Optimised 

Patient 51 Optimised 

Patient 52 Optimised 

Patient 53 Optimised 

Patient 54 Optimised 

Patient 55 Optimised 

Patient 56 Optimised 

Patient 57 Optimised 

 Step C || Error: array([18766.12], dtype=float32)

 Step D and lambda || Error: array([17247.662], dtype=float32)

 At iteration1|| Error:array([17247.662], dtype=float32)

Optimise B 

At B iteration 0|| Error:array([17246.4], dtype=float32)

At B iteration 1|| Error:array([17245.152], dtype=float32)

At B iteration 2|| Error:array([17243.92], dtype=float32)

At B iteration 3|| Error:array([17242.693], dtype=float32)

At B iteration 4|| Error:array([17241.486], dtype=float32)

At B iteration 5|| Error:array([17240.287], dtype=float32)

At B iteration 6|| Error:array([17239.1], dtype=float32)

At B iteration 7|| Error:array([17237.928], dtype=float32)

At B iteration 8|| Error:array([17236.764], dtype=float32)

At B iteration 9|| Error:array([17235.615], dtype=float32)

At B iteration 10|| Error:array([17234.475], dtype=float32)

At B iteration 11|| Error:array([17233.348], dtype=float32)

At B iteration 12|| Error:array([17232.23], dtype=float32)

At B iteration 13|| Error:array([17231.127], dtype=float32)

At B iteration 14|| Error:array([17230.031], dtype=float32)

At B iteration 15|| Error:array([17228.947], dtype=float32)

At B iteration 16|| Error:array([17227.877], dtype=float32)

At B iteration 17|| Error:array([17226.814], dtype=float32)

At B iteration 18|| Error:array([17225.764], dtype=float32)

At B iteration 19|| Error:array([17224.725], dtype=float32)

At B iteration 20|| Error:array([17223.691], dtype=float32)

At B iteration 21|| Error:array([17222.674], dtype=float32)

At B iteration 22|| Error:array([17221.662], dtype=float32)

At B iteration 23|| Error:array([17220.662], dtype=float32)

At B iteration 24|| Error:array([17219.674], dtype=float32)

At B iteration 25|| Error:array([17218.693], dtype=float32)

At B iteration 26|| Error:array([17217.725], dtype=float32)

At B iteration 27|| Error:array([17216.764], dtype=float32)

At B iteration 28|| Error:array([17215.81], dtype=float32)

At B iteration 29|| Error:array([17214.871], dtype=float32)

At B iteration 30|| Error:array([17213.938], dtype=float32)

At B iteration 31|| Error:array([17213.014], dtype=float32)

At B iteration 32|| Error:array([17212.1], dtype=float32)

At B iteration 33|| Error:array([17211.193], dtype=float32)

